country_iso3,hs_code,name_ko,mfn_rate_display
BRN,24039950,- - - Chewing and sucking tobacco,0%
BRN,24039990,- - - Other,0%
BRN,24041100,- - Containing tobacco or reconstituted tobacco,0%
BRN,24041210,- - - E-cigarette liquid or gel,0%
BRN,24041290,- - - Other,0%
BRN,24041910,- - - Containing tobacco substitutes,0%
BRN,24041920,- - - Containing nicotine substitutes,0%
BRN,24049110,- - - Nicotine chewing gum,0%
BRN,24049190,- - - Other,0%
BRN,24049210,- - - Nicotine patch,0%
BRN,24049290,- - - Other,0%
BRN,24049900,- - Other,0%
GBR,0101210000,- - 번식용,0%
GBR,0101299000,- - - 기타,10%
GBR,0101300000,- 당나귀,6%
GBR,0101900000,- 기타,10%
GBR,0102211000,- - - Heifers (분만경험이 없는 암소),0%
GBR,0102213000,- - - 암소,0%
GBR,0102219000,- - - 기타,0%
GBR,0102290500,- - - Bibos 아속 또는 Poephagus 아속,0%
GBR,0102291010,"- - - - - 수컷의 어린 소족<族> 동물, 비육용인 것에 한한다",10% + 77 GBP / 100 kg
GBR,0102291020,"- - - - - 회색의 갈색 또는 노란색의 마운틴 품종과 얼룩무늬가 있는 Pinzgau 브리드의 미경산우<未經産牛>, 도축용의 것은 제외한다",10% + 77 GBP / 100 kg
GBR,0102291030,"- - - - - 슈비츠주와 프라이부르그 브리드의 미경산우<未經産牛>, 도축용의 것은 제외한다",10% + 77 GBP / 100 kg
GBR,0102291040,"- - - - - 얼룩무늬가 있는 시멘탈 브리드의 미경산우<未經産牛>, 도축용의 것은 제외한다",10% + 77 GBP / 100 kg
GBR,0102291050,"- - - - - 슈비츠주, 프라이부르그 및 얼룩무늬가 있는 시멘탈 브리드의 황소, 도축용의 것은 제외한다",10% + 77 GBP / 100 kg
GBR,0102291090,- - - - - 기타,10% + 77 GBP / 100 kg
GBR,0102292100,- - - - - 도축용,10% + 77 GBP / 100 kg
GBR,0102292910,"- - - - - - 수컷의 어린 소족<族> 동물, 비육용인 것에 한한다",10% + 77 GBP / 100 kg
GBR,0102292920,- - - - - - 회색의 갈색 또는 노란색의 마운틴 품종과 얼룩무늬가 있는 Pinzgau 브리드의 미경산우<未經産牛>,10% + 77 GBP / 100 kg
GBR,0102292930,- - - - - - 슈비츠주와 프라이부르그 브리드의 미경산우<未經産牛>,10% + 77 GBP / 100 kg
GBR,0102292940,- - - - - - 얼룩무늬가 있는 시멘탈 브리드의 미경산우<未經産牛>,10% + 77 GBP / 100 kg
GBR,0102292950,"- - - - - - 슈비츠주, 프라이부르그 및 얼룩무늬가 있는 시멘탈 브리드의 황소",10% + 77 GBP / 100 kg
GBR,0102292990,- - - - - - 기타,10% + 77 GBP / 100 kg
GBR,0102294100,- - - - - 도축용,10% + 77 GBP / 100 kg
GBR,0102294910,"- - - - - - 수컷의 어린 소족<族> 동물, 비육용인 것에 한한다",10% + 77 GBP / 100 kg
GBR,0102294920,- - - - - - 회색의 갈색 또는 노란색의 마운틴 품종과 얼룩무늬가 있는 Pinzgau 브리드의 미경산우<未經産牛>과 암소,10% + 77 GBP / 100 kg
GBR,0102294930,- - - - - - 슈비츠주와 프라이부르그 브리드의 미경산우<未經産牛>과 암소,10% + 77 GBP / 100 kg
GBR,0102294940,- - - - - - 미경산우<未經産牛>과 얼룩무늬가 있는 시멘탈 브리드의 암소,10% + 77 GBP / 100 kg
GBR,0102294950,"- - - - - - 슈비츠주, 프라이부르그 및 얼룩무늬가 있는 시멘탈 브리드의 황소",10% + 77 GBP / 100 kg
GBR,0102294990,- - - - - - 기타,10% + 77 GBP / 100 kg
GBR,0102295110,"- - - - - - - 영구치를 전혀 가지지 못한 것, 중량이 320 kg 이상이고 470 kg 이하인 것에 한한 것",10% + 77 GBP / 100 kg
GBR,0102295190,- - - - - - - 기타,10% + 77 GBP / 100 kg
GBR,0102295911,"- - - - - - - - 영구치를 전혀 가지지 못한 것, 중량이 320 kg 이상이고 470 kg 이하인 것에 한한 것",10% + 77 GBP / 100 kg
GBR,0102295919,- - - - - - - - 기타,10% + 77 GBP / 100 kg
GBR,0102295921,"- - - - - - - - 영구치를 전혀 가지지 못한 것, 중량이 320 kg 이상이고 470 kg 이하인 것에 한한 것",10% + 77 GBP / 100 kg
GBR,0102295929,- - - - - - - - 기타,10% + 77 GBP / 100 kg
GBR,0102295931,"- - - - - - - - 영구치를 전혀 가지지 못한 것, 중량이 320 kg 이상이고 470 kg 이하인 것에 한한 것",10% + 77 GBP / 100 kg
GBR,0102295939,- - - - - - - - 기타,10% + 77 GBP / 100 kg
GBR,0102295991,"- - - - - - - - 영구치를 전혀 가지지 못한 것, 중량이 320 kg 이상이고 470 kg 이하인 것에 한한 것",10% + 77 GBP / 100 kg
GBR,0102295999,- - - - - - - - 기타,10% + 77 GBP / 100 kg
GBR,0102296100,- - - - - - 도축용,10% + 77 GBP / 100 kg
GBR,0102296910,- - - - - - - 회색의 갈색 또는 노란색의 마운틴 품종과 얼룩무늬가 있는 Pinzgau 브리드의 미경산우<未經産牛>,10% + 77 GBP / 100 kg
GBR,0102296920,- - - - - - - 슈비츠주와 프라이부르그 브리드의 것,10% + 77 GBP / 100 kg
GBR,0102296930,- - - - - - - 얼룩무늬가 있는 시멘탈 브리드의 것,10% + 77 GBP / 100 kg
GBR,0102296990,- - - - - - - 기타,10% + 77 GBP / 100 kg
GBR,0102299110,"- - - - - - - 영구치를 전혀 가지지 못한 것, 중량이 350 kg 이상이고 500 kg 이하인 것에 한한 것",10% + 77 GBP / 100 kg
GBR,0102299190,- - - - - - - 기타,10% + 77 GBP / 100 kg
GBR,0102299921,"- - - - - - - - 영구치를 전혀 가지지 못한 것, 중량이 350 kg 이상이고 500 kg 이하인 것에 한한 것",10% + 77 GBP / 100 kg
GBR,0102299929,- - - - - - - - 기타,10% + 77 GBP / 100 kg
GBR,0102299991,"- - - - - - - - 영구치를 전혀 가지지 못한 것, 중량이 350 kg 이상이고 500 kg 이하인 것에 한한 것",10% + 77 GBP / 100 kg
GBR,0102299999,- - - - - - - - 기타,10% + 77 GBP / 100 kg
GBR,0102310000,- - 번식용,0%
GBR,0102391010,- - - - 중량이 160 kg 초과인 것,10% + 77 GBP / 100 kg
GBR,0102391090,- - - - 기타,10% + 77 GBP / 100 kg
GBR,0102399000,- - - 기타,0%
GBR,0102902000,- - 번식용,0%
GBR,0102909110,- - - - 중량이 160 kg 초과인 것,10% + 77 GBP / 100 kg
GBR,0102909190,- - - - 기타,10% + 77 GBP / 100 kg
GBR,0102909900,- - - 기타,0%
GBR,0103100000,- 번식용,0%
GBR,0103911000,- - - 가축류,34 GBP / 100 kg
GBR,0103919000,- - - 기타,0%
GBR,0103921100,- - - - 적어도 160 kg의 중량의 적어도 한번 새끼를 낳은 암돼지,29 GBP / 100 kg
GBR,0103921900,- - - - 기타,34 GBP / 100 kg
GBR,0103929000,- - - 기타,0%
GBR,0104101000,- - 번식용,0%
GBR,0104103000,- - - 어린양 (살에 달하는),67 GBP / 100 kg
GBR,0104108000,- - - 기타,67 GBP / 100 kg
GBR,0104201000,- - 번식용,2%
GBR,0104209000,- - 기타,67 GBP / 100 kg
GBR,0105111100,- - - - 산란계 가축,"43 GBP / 1,000 p/st"
GBR,0105111900,- - - - 기타,"43 GBP / 1,000 p/st"
GBR,0105119100,- - - - 산란계 가축,"43 GBP / 1,000 p/st"
GBR,0105119900,- - - - 기타,"43 GBP / 1,000 p/st"
GBR,0105120000,- - 칠면조,"127 GBP / 1,000 p/st"
GBR,0105130000,- - 오리,"43 GBP / 1,000 p/st"
GBR,0105140000,- - 거위,"127 GBP / 1,000 p/st"
GBR,0105150000,- - 기니아새,"43 GBP / 1,000 p/st"
GBR,0105940000,- - 닭[갈루스 도메스티쿠스(Gallus domesticus)종으로 한정한다],17 GBP / 100 kg
GBR,0105991000,- - - 오리,27 GBP / 100 kg
GBR,0105992000,- - - 거위,26 GBP / 100 kg
GBR,0105993000,- - - 칠면조,19 GBP / 100 kg
GBR,0105995000,- - - 기니아새,28 GBP / 100 kg
GBR,0106110000,- - 영장류,0%
GBR,0106120000,"- - 고래ㆍ돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티ㆍ듀공(바다소목의 포유동물), 물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)",0%
GBR,0106130000,- - 낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과],0%
GBR,0106141000,- - - 집토끼,2%
GBR,0106149000,- - - 기타,0%
GBR,0106190000,- - 기타,0%
GBR,0106200000,- 파충류(뱀과 거북을 포함한다),0%
GBR,0106310000,- - 맹금류,0%
GBR,0106320000,- - 앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],0%
GBR,0106330000,- - 타조와 에뮤(emus)[드로마이어스 노배홀란디애(Dromaius novaehollandiae)],0%
GBR,0106391000,- - - 피전,6%
GBR,0106398000,- - - 기타,0%
GBR,0106410000,- - 벌,0%
GBR,0106490000,- - 기타,0%
GBR,0106900010,- - - 식용,0%
GBR,0106900019,- - - 기타,0%
GBR,0106900090,- - 기타,0%
GBR,0201100021,- - - 들소의 것,12% + 147 GBP / 100 kg
GBR,0201100029,- - - 기타,12% + 147 GBP / 100 kg
GBR,0201100092,- - - - 들소의 것,12% + 147 GBP / 100 kg
GBR,0201100094,- - - - 기타,12% + 147 GBP / 100 kg
GBR,0201100097,- - - - 들소의 것,12% + 147 GBP / 100 kg
GBR,0201100098,- - - - 기타,12% + 147 GBP / 100 kg
GBR,0201202021,- - - - 들소의 것,12% + 147 GBP / 100 kg
GBR,0201202029,- - - - 기타,12% + 147 GBP / 100 kg
GBR,0201202092,- - - - - 들소의 것,12% + 147 GBP / 100 kg
GBR,0201202094,- - - - - 기타,12% + 147 GBP / 100 kg
GBR,0201202097,- - - - - 들소의 것,12% + 147 GBP / 100 kg
GBR,0201202098,- - - - - 기타,12% + 147 GBP / 100 kg
GBR,0201203021,- - - - 들소의 것,12% + 118 GBP / 100 kg
GBR,0201203029,- - - - 기타,12% + 118 GBP / 100 kg
GBR,0201203092,- - - - - 들소의 것,12% + 118 GBP / 100 kg
GBR,0201203094,- - - - - 기타,12% + 118 GBP / 100 kg
GBR,0201203097,- - - - - 들소의 것,12% + 118 GBP / 100 kg
GBR,0201203098,- - - - - 기타,12% + 118 GBP / 100 kg
GBR,0201205021,- - - - 들소의 것,12% + 177 GBP / 100 kg
GBR,0201205029,- - - - 기타,12% + 177 GBP / 100 kg
GBR,0201205092,- - - - - 들소의 것,12% + 177 GBP / 100 kg
GBR,0201205094,- - - - - 기타,12% + 177 GBP / 100 kg
GBR,0201205097,- - - - - 들소의 것,12% + 177 GBP / 100 kg
GBR,0201205098,- - - - - 기타,12% + 177 GBP / 100 kg
GBR,0201209011,- - - - 들소의 것,12% + 221 GBP / 100 kg
GBR,0201209015,- - - - 기타,12% + 221 GBP / 100 kg
GBR,0201209091,- - - - 들소의 것,12% + 221 GBP / 100 kg
GBR,0201209099,- - - - 기타,12% + 221 GBP / 100 kg
GBR,0201300031,- - - 들소의 것,12% + 253 GBP / 100 kg
GBR,0201300039,- - - 기타,12% + 253 GBP / 100 kg
GBR,0201300041,- - - - 들소의 것,12% + 253 GBP / 100 kg
GBR,0201300049,- - - - 기타,12% + 253 GBP / 100 kg
GBR,0201300090,- - - 기타,12% + 253 GBP / 100 kg
GBR,0202100011,- - - 들소의 것,12% + 147 GBP / 100 kg
GBR,0202100015,- - - 기타,12% + 147 GBP / 100 kg
GBR,0202100091,- - - 들소의 것,12% + 147 GBP / 100 kg
GBR,0202100099,- - - 기타,12% + 147 GBP / 100 kg
GBR,0202201011,- - - - 들소의 것,12% + 147 GBP / 100 kg
GBR,0202201015,- - - - 기타,12% + 147 GBP / 100 kg
GBR,0202201091,- - - - 들소의 것,12% + 147 GBP / 100 kg
GBR,0202201099,- - - - 기타,12% + 147 GBP / 100 kg
GBR,0202203011,- - - - 들소의 것,12% + 118 GBP / 100 kg
GBR,0202203015,- - - - 기타,12% + 118 GBP / 100 kg
GBR,0202203081,- - - - - - 들소의 것,12% + 118 GBP / 100 kg
GBR,0202203082,- - - - - - 기타,12% + 118 GBP / 100 kg
GBR,0202203083,- - - - - - 들소의 것,12% + 118 GBP / 100 kg
GBR,0202203084,- - - - - - 기타,12% + 118 GBP / 100 kg
GBR,0202203085,- - - - - - 들소의 것,12% + 118 GBP / 100 kg
GBR,0202203086,- - - - - - 기타,12% + 118 GBP / 100 kg
GBR,0202203087,- - - - - 들소의 것,12% + 118 GBP / 100 kg
GBR,0202203088,- - - - - 기타,12% + 118 GBP / 100 kg
GBR,0202205011,- - - - 들소의 것,12% + 185 GBP / 100 kg
GBR,0202205015,- - - - 기타,12% + 185 GBP / 100 kg
GBR,0202205091,- - - - 들소의 것,12% + 185 GBP / 100 kg
GBR,0202205099,- - - - 기타,12% + 185 GBP / 100 kg
GBR,0202209011,- - - - 들소의 것,12% + 222 GBP / 100 kg
GBR,0202209015,- - - - 기타,12% + 222 GBP / 100 kg
GBR,0202209091,- - - - 들소의 것,12% + 222 GBP / 100 kg
GBR,0202209099,- - - - 기타,12% + 222 GBP / 100 kg
GBR,0202301011,- - - - 들소의 것,12% + 185 GBP / 100 kg
GBR,0202301015,- - - - 기타,12% + 185 GBP / 100 kg
GBR,0202301081,- - - - - - 들소의 것,12% + 185 GBP / 100 kg
GBR,0202301082,- - - - - - 기타,12% + 185 GBP / 100 kg
GBR,0202301083,- - - - - - 들소의 것,12% + 185 GBP / 100 kg
GBR,0202301084,- - - - - - 기타,12% + 185 GBP / 100 kg
GBR,0202301085,- - - - - - 들소의 것,12% + 185 GBP / 100 kg
GBR,0202301086,- - - - - - 기타,12% + 185 GBP / 100 kg
GBR,0202301087,- - - - - 들소의 것,12% + 185 GBP / 100 kg
GBR,0202301088,- - - - - 기타,12% + 185 GBP / 100 kg
GBR,0202305011,- - - - 들소의 것,12% + 185 GBP / 100 kg
GBR,0202305015,- - - - 기타,12% + 185 GBP / 100 kg
GBR,0202305081,- - - - - - 들소의 것,12% + 185 GBP / 100 kg
GBR,0202305082,- - - - - - 기타,12% + 185 GBP / 100 kg
GBR,0202305083,- - - - - - 들소의 것,12% + 185 GBP / 100 kg
GBR,0202305084,- - - - - - 기타,12% + 185 GBP / 100 kg
GBR,0202305085,- - - - - - 들소의 것,12% + 185 GBP / 100 kg
GBR,0202305086,- - - - - - 기타,12% + 185 GBP / 100 kg
GBR,0202305087,- - - - - 들소의 것,12% + 185 GBP / 100 kg
GBR,0202305088,- - - - - 기타,12% + 185 GBP / 100 kg
GBR,0202309011,- - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0202309015,- - - - 기타,12% + 254 GBP / 100 kg
GBR,0202309041,- - - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0202309042,- - - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0202309043,- - - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0202309044,- - - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0202309045,- - - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0202309046,- - - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0202309047,- - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0202309048,- - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0202309070,"- - - - - - 소호 1602 10, 1602 50 31 또는 1602 50 95에 해당하는 제품의 제조용으로 소 종의 동물 이외의 고기는 포함하지 않으며 콜라겐/단백질 비율이 0.45 이하이고 총 순중량의 최소 85%를 차지하는 살코기 및 젤리와 함께 최소 20%의 살코기( 내장 및 지방 제외); 제품은 제품 전체에 육류 단백질이 응고될 수 있도록 충분한 열처리를 거쳐야 하므로 제품의 가장 두꺼운 부분을 통과하는 선을 따라 절단할 때 절단면에 분홍빛 액체의 흔적이 보이지 않아야 합니다. (A-제품)",12% + 254 GBP / 100 kg
GBR,0202309075,"- - - - - - 소호 실례 0210 20, 0210 99 51, 0210 99 90에 포함되는 그것들이 아닌 물품의 제조를 위한, 1602년 50 10과 1602년 90 61 (B-물품)",12% + 254 GBP / 100 kg
GBR,0202309080,- - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0202309090,- - - - - 기타,12% + 254 GBP / 100 kg
GBR,0203111000,- - - 국내 돼지의 것,44 GBP / 100 kg
GBR,0203119000,- - - 기타,0%
GBR,0203121100,- - - - 넓적다리살과 그 절단육,65 GBP / 100 kg
GBR,0203121900,- - - - 어깨살과 그 절단육,50 GBP / 100 kg
GBR,0203129000,- - - 기타,0%
GBR,0203191100,- - - - 전종단 및 그 절단육,50 GBP / 100 kg
GBR,0203191300,"- - - - 안에 뼈를 가진, 등심 및 그 절단육",72 GBP / 100 kg
GBR,0203191500,- - - - 복부살과 이를 절단한 것,39 GBP / 100 kg
GBR,0203195510,- - - - - - 별도로 제시되는 안심,72 GBP / 100 kg
GBR,0203195515,- - - - - - - 등심,72 GBP / 100 kg
GBR,0203195525,- - - - - - - 절단육,72 GBP / 100 kg
GBR,0203195530,- - - - - - 햄,72 GBP / 100 kg
GBR,0203195590,- - - - - - 기타,72 GBP / 100 kg
GBR,0203195900,- - - - - 기타,72 GBP / 100 kg
GBR,0203199000,- - - 기타,0%
GBR,0203211000,- - - 국내 돼지의 것,44 GBP / 100 kg
GBR,0203219000,- - - 기타,0%
GBR,0203221100,- - - - 넓적다리살과 그 절단육,65 GBP / 100 kg
GBR,0203221900,- - - - 어깨살과 그 절단육,50 GBP / 100 kg
GBR,0203229000,- - - 기타,0%
GBR,0203291100,- - - - 전종단 및 그 절단육,50 GBP / 100 kg
GBR,0203291300,"- - - - 안에 뼈를 가진, 등심 및 그 절단육",72 GBP / 100 kg
GBR,0203291500,- - - - 복부살과 이를 절단한 것,39 GBP / 100 kg
GBR,0203295520,- - - - - - - 등심,72 GBP / 100 kg
GBR,0203295530,- - - - - - - 절단육,72 GBP / 100 kg
GBR,0203295591,- - - - - - - 별도로 제시되는 안심,72 GBP / 100 kg
GBR,0203295592,- - - - - - - 햄,72 GBP / 100 kg
GBR,0203295599,- - - - - - - 기타,72 GBP / 100 kg
GBR,0203295900,- - - - - 기타,72 GBP / 100 kg
GBR,0203299000,- - - 기타,0%
GBR,0204100010,- - 가축 어린양의 것,12% + 143 GBP / 100 kg
GBR,0204100090,- - 기타,12% + 143 GBP / 100 kg
GBR,0204210010,- - - 집양의 것,12% + 143 GBP / 100 kg
GBR,0204210090,- - - 기타,12% + 143 GBP / 100 kg
GBR,0204221010,- - - - 집양의 것,12% + 100 GBP / 100 kg
GBR,0204221090,- - - - 기타,12% + 100 GBP / 100 kg
GBR,0204223010,- - - - 집양의 것,12% + 157 GBP / 100 kg
GBR,0204223090,- - - - 기타,12% + 157 GBP / 100 kg
GBR,0204225010,- - - - 집양의 것,12% + 186 GBP / 100 kg
GBR,0204225090,- - - - 기타,12% + 186 GBP / 100 kg
GBR,0204229010,- - - - 집양의 것,12% + 186 GBP / 100 kg
GBR,0204229090,- - - - 기타,12% + 186 GBP / 100 kg
GBR,0204230011,- - - - 어린 양의 것,12% + 260 GBP / 100 kg
GBR,0204230019,- - - - 기타,12% + 260 GBP / 100 kg
GBR,0204230091,- - - - 어린 양의 것,12% + 260 GBP / 100 kg
GBR,0204230099,- - - - 기타,12% + 260 GBP / 100 kg
GBR,0204300010,- - 가축 어린양의 것,12% + 107 GBP / 100 kg
GBR,0204300090,- - 기타,12% + 107 GBP / 100 kg
GBR,0204410010,- - - 집양의 것,12% + 107 GBP / 100 kg
GBR,0204410090,- - - 기타,12% + 107 GBP / 100 kg
GBR,0204421010,- - - - 집양의 것,12% + 75 GBP / 100 kg
GBR,0204421090,- - - - 기타,12% + 75 GBP / 100 kg
GBR,0204423010,- - - - 집양의 것,12% + 118 GBP / 100 kg
GBR,0204423090,- - - - 기타,12% + 118 GBP / 100 kg
GBR,0204425010,- - - - 집양의 것,12% + 140 GBP / 100 kg
GBR,0204425090,- - - - 기타,12% + 140 GBP / 100 kg
GBR,0204429010,- - - - 집양의 것,12% + 140 GBP / 100 kg
GBR,0204429090,- - - - 기타,12% + 140 GBP / 100 kg
GBR,0204431010,- - - - 집양의 것,12% + 196 GBP / 100 kg
GBR,0204431090,- - - - 기타,12% + 196 GBP / 100 kg
GBR,0204439010,- - - - 집양의 것,12% + 196 GBP / 100 kg
GBR,0204439090,- - - - 기타,12% + 196 GBP / 100 kg
GBR,0204501100,- - - 도체(屠體)와 이분도체(二分屠體),12% + 143 GBP / 100 kg
GBR,0204501300,- - - 짧은 전사분체,12% + 100 GBP / 100 kg
GBR,0204501500,- - - 고기 덩어리 그리고 / 또는 가장 잘 단부,12% + 157 GBP / 100 kg
GBR,0204501900,- - - 다리,12% + 186 GBP / 100 kg
GBR,0204503100,- - - - 뼈와 절단에서,12% + 186 GBP / 100 kg
GBR,0204503910,- - - - - 어린이의 Goatmeat,12% + 260 GBP / 100 kg
GBR,0204503990,- - - - - 기타,12% + 260 GBP / 100 kg
GBR,0204505100,- - - 도체(屠體)와 이분도체(二分屠體),12% + 107 GBP / 100 kg
GBR,0204505300,- - - 짧은 전사분체,12% + 75 GBP / 100 kg
GBR,0204505500,- - - 고기 덩어리 그리고 / 또는 가장 잘 단부,12% + 118 GBP / 100 kg
GBR,0204505900,- - - 다리,12% + 140 GBP / 100 kg
GBR,0204507100,- - - - 뼈와 절단에서,12% + 140 GBP / 100 kg
GBR,0204507910,- - - - - 어린이의 Goatmeat,12% + 196 GBP / 100 kg
GBR,0204507990,- - - - - 기타,12% + 196 GBP / 100 kg
GBR,0205002000,- 신선한 것이거나 냉장한 것,4%
GBR,0205008000,- 냉동한 것,4%
GBR,0206109511,- - - - - 들소의 것,12% + 253 GBP / 100 kg
GBR,0206109515,- - - - - 기타,12% + 253 GBP / 100 kg
GBR,0206109591,- - - - - 들소의 것,12% + 253 GBP / 100 kg
GBR,0206109599,- - - - - 기타,12% + 253 GBP / 100 kg
GBR,0206109800,- - - 기타,0%
GBR,0206210000,- - 혀,0%
GBR,0206220000,- - 간,0%
GBR,0206299111,- - - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0206299115,- - - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0206299121,- - - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0206299129,- - - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0206299133,- - - - - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0206299135,- - - - - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0206299137,- - - - - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0206299138,- - - - - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0206299141,- - - - - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0206299142,- - - - - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0206299144,- - - - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0206299145,- - - - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0206299151,- - - - - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0206299159,- - - - - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0206299161,- - - - - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0206299169,- - - - - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0206299171,- - - - - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0206299179,- - - - - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0206299191,- - - - - - - - 들소의 것,12% + 254 GBP / 100 kg
GBR,0206299199,- - - - - - - - 기타,12% + 254 GBP / 100 kg
GBR,0206299900,- - - - 기타,0%
GBR,0206300010,- - 국내 돼지의 것,0%
GBR,0206300090,- - 기타,0%
GBR,0206410010,- - - 국내 돼지의 것,0%
GBR,0206410090,- - - 기타,0%
GBR,0206490000,- - 기타,0%
GBR,0206809100,"- - - 말, 당나귀, 노새 그리고 버새의 것",6%
GBR,0206809900,- - - 면양과 산양의 것,0%
GBR,0206909100,"- - - 말, 당나귀, 노새 그리고 버새의 것",6%
GBR,0206909900,- - - 면양과 산양의 것,0%
GBR,0207111000,"- - - 플럭크되고 제거한, 헤드와 족으로 '83 % 병아리로 알려진 것",21 GBP / 100 kg
GBR,0207113000,"- - - 털이 뽑히고 내장을 꺼낸, 머리와 다리가 없으나 목, 심장, 간장, 근위가 있는 70% 닭으로 알려진 것",25 GBP / 100 kg
GBR,0207119000,"- - - 털이 뽑히고 내장을 꺼낸, 머리와 다리가 없고 목, 심장, 간장, 근위도 없는 65% 닭으로 알려진 것, 그 밖에 다르게 제시된 것",27 GBP / 100 kg
GBR,0207121000,"- - - 털이 뽑히고 내장을 꺼낸, 머리와 다리가 없으나 목, 심장, 간장, 근위가 있는 70% 닭으로 알려진 것",25 GBP / 100 kg
GBR,0207129000,"- - - 털이 뽑히고 내장을 꺼낸, 머리와 다리가 없고 목, 심장, 간장, 근위도 없는 65% 닭으로 알려진 것, 그 밖에 다르게 제시된 것",27 GBP / 100 kg
GBR,0207131000,- - - - 뼈 없는 것,85 GBP / 100 kg
GBR,0207132000,- - - - - 절반 또는 사분도체,29 GBP / 100 kg
GBR,0207133000,- - - - - 팁의 여부를 불문하는 원형의 날개,22 GBP / 100 kg
GBR,0207134000,"- - - - - 후부, 목 부분, 부착된 목 부분과 후부, 궁둥이와 날개 끝",15 GBP / 100 kg
GBR,0207135000,- - - - - 가슴 및 그 절단육,50 GBP / 100 kg
GBR,0207136000,- - - - - 다리 및 그 절단육,38 GBP / 100 kg
GBR,0207137000,- - - - - 기타,84 GBP / 100 kg
GBR,0207139100,- - - - 간,6%
GBR,0207139900,- - - - 기타,15 GBP / 100 kg
GBR,0207141000,- - - - 뼈 없는 것,85 GBP / 100 kg
GBR,0207142000,- - - - - 절반 또는 사분도체,29 GBP / 100 kg
GBR,0207143000,- - - - - 팁의 여부를 불문하는 원형의 날개,22 GBP / 100 kg
GBR,0207144000,"- - - - - 후부, 목 부분, 부착된 목 부분과 후부, 궁둥이와 날개 끝",15 GBP / 100 kg
GBR,0207145000,- - - - - 가슴 및 그 절단육,50 GBP / 100 kg
GBR,0207146000,- - - - - 다리 및 그 절단육,38 GBP / 100 kg
GBR,0207147000,- - - - - 기타,84 GBP / 100 kg
GBR,0207149100,- - - - 간,6%
GBR,0207149900,- - - - 기타,15 GBP / 100 kg
GBR,0207241000,"- - - 털이 뽑히고 내장을 꺼낸, 머리와 다리가 없으나 목, 심장, 간장, 근위가 있는 80% 칠면조로 알려진 것",28 GBP / 100 kg
GBR,0207249000,"- - - 털이 뽑히고 내장을 꺼낸, 머리와 다리가 없고 목, 심장, 간장, 근위도 없는 73% 칠면조로 알려진 것, 그 밖에 다르게 제시된 것",31 GBP / 100 kg
GBR,0207251000,"- - - 털이 뽑히고 내장을 꺼낸, 머리와 다리가 없으나 목, 심장, 간장, 근위가 있는 80% 칠면조로 알려진 것",28 GBP / 100 kg
GBR,0207259000,"- - - 털이 뽑히고 내장을 꺼낸, 머리와 다리가 없고 목, 심장, 간장, 근위도 없는 73% 칠면조로 알려진 것, 그 밖에 다르게 제시된 것",31 GBP / 100 kg
GBR,0207261000,- - - - 뼈 없는 것,71 GBP / 100 kg
GBR,0207262000,- - - - - 절반 또는 사분도체,34 GBP / 100 kg
GBR,0207263000,- - - - - 팁의 여부를 불문하는 원형의 날개,22 GBP / 100 kg
GBR,0207264000,"- - - - - 후부, 목 부분, 부착된 목 부분과 후부, 궁둥이와 날개 끝",15 GBP / 100 kg
GBR,0207265000,- - - - - 가슴 및 그 절단육,56 GBP / 100 kg
GBR,0207266000,- - - - - - 닭이나 오리 등의 다리와 닭이나 오리 등의 다리 절단한 것,21 GBP / 100 kg
